"x" "y" "abundance"
"92" 11.2685 39.8842 "H"
"93" 10.6065 39.9935333333333 "H"
"94" 9.5745 39.8887333333333 "H"
"95" 11.009 39.9778666666667 "H"
"96" 9.7145 39.9667333333333 "H"
"97" 10.87 40.0690666666667 "H"
"98" 10.544 39.9624 "H"
"99" 10.436 39.9592 "H"
"100" 10.649 40.0980666666667 "H"
"101" 10.3295 39.9284 "H"
"102" 10.042 39.9040666666667 "H"
"103" 10.0145 40.1017333333333 "H"
"104" 10.1125 39.8396 "H"
"105" 11.0835 39.8597333333333 "H"
"106" 10.54 39.8586666666667 "H"
"107" 11.2895 39.7587333333333 "H"
"108" 11.072 39.835 "H"
"109" 10.283 39.9735333333333 "H"
"110" 10.558 39.7061333333333 "H"
"111" 10.916 40.0142 "H"
"112" 11.4645 39.9728 "H"
"113" 9.683 40.0842666666667 "H"
"114" 9.6995 40.1141333333333 "H"
"115" 9.571 40.1618666666667 "H"
"116" 9.9035 39.5584 "H"
"117" 10.1625 39.8149333333333 "H"
"118" 10.679 39.9957333333333 "H"
"119" 10.288 39.7734666666667 "H"
"120" 11.027 39.9037333333333 "H"
"121" 11.549 39.8329333333333 "L"
"122" 11.574 39.6026666666667 "L"
"123" 12.488 39.373 "L"
"124" 11.4975 40.1548 "L"
"125" 11.335 39.8732666666667 "L"
"126" 13.4995 39.034 "L"
"127" 12.101 40.1514666666667 "L"
"128" 12.395 39.6976 "L"
"129" 11.3565 39.6169333333333 "L"
"130" 12.661 39.4055333333333 "L"
"131" 12.41 39.6242 "L"
"132" 12.146 39.4805333333333 "L"
"133" 11.618 39.6882666666667 "L"
"134" 12.0725 39.8524 "L"
"135" 11.4035 39.5681333333333 "L"
"136" 12.535 39.4494666666667 "L"
"137" 12.0875 39.7117333333333 "L"
"138" 13.192 39.1364666666667 "L"
"139" 11.665 39.8143333333333 "L"
"140" 12.1645 39.9912666666667 "L"
"141" 12.1405 39.7374666666667 "L"
"142" 10.941 39.7842 "L"
"143" 12.827 39.2318666666667 "L"
"144" 12.1655 39.7095333333333 "L"
"145" 12.935 38.9585333333333 "L"
"146" 12.1225 39.5709333333333 "L"
"147" 13.218 39.0704666666667 "L"
"148" 13.0415 39.3417333333333 "L"
"149" 12.1055 39.9607333333333 "L"
"150" 12.585 39.671 "L"
"151" 10.5805 39.7640666666667 "L"
"152" 11.957 39.9723333333333 "L"
"153" 12.124 39.7547333333333 "L"
"154" 12.636 39.282 "L"
"155" 12.199 39.3703333333333 "L"
"156" 11.706 39.7186666666667 "L"
"157" 11.163 39.5805333333333 "L"
"158" 12.439 40.0001333333333 "L"
"159" 12.1615 39.734 "L"
"160" 12.203 39.3677333333333 "L"
"161" 12.388 39.5970666666667 "L"
"162" 12.396 39.8220666666667 "L"
"163" 11.475 40.2014 "L"
"164" 11.385 39.6973333333333 "L"
"165" 13.171 39.1604 "L"
"166" 12.395 39.6655333333333 "L"
"167" 12.6145 39.593 "L"
"168" 13.4575 38.7766666666667 "L"
"169" 13.126 38.9820666666667 "L"
"170" 12.2415 39.4216666666667 "L"
"171" 12.468 39.2813333333333 "L"
"172" 11.759 39.7309333333333 "L"
"173" 12.161 39.5832666666667 "L"
"174" 12.084 39.7518 "L"
"175" 13.517 38.8779333333333 "L"
"176" 12.68 39.551 "L"
"177" 12.168 39.4501333333333 "L"
"178" 12.1025 39.7514 "L"
"179" 12.818 39.3063333333333 "L"
"180" 12.2245 39.6100666666667 "L"
"181" 11.753 39.6489333333333 "L"
"182" 10.467 39.462 "L"
"183" 11.797 39.9576666666667 "L"
"184" 10.9035 39.6729333333333 "L"
"185" 12.106 39.8974666666667 "L"
"186" 11.228 39.765 "L"
"187" 13.272 38.7063333333333 "L"
"188" 11.7585 39.7592666666667 "L"
"189" 10.1535 39.0338 "L"
"190" 12.256 39.7306666666667 "L"
"191" 11.367 39.6483333333333 "L"
"192" 11.2115 39.6093333333333 "L"
"193" 12.4475 39.2739333333333 "L"
"194" 12.524 39.699 "L"
"195" 12.058 39.6422666666667 "L"
"196" 12.1925 39.7119333333333 "L"
"197" 12.667 39.5271333333333 "L"
"198" 12.537 39.8574 "L"
"199" 11.561 40.1562666666667 "L"
"200" 13.2 38.9861333333333 "L"
"201" 12.0865 39.4787333333333 "L"
"202" 10.783 39.8564 "L"
"203" 13.0265 39.5473333333333 "L"
"204" 12.5725 39.502 "L"
"205" 12.1555 39.8780666666667 "L"
"206" 12.7235 39.0924 "L"
"207" 11.1805 39.857 "L"
"208" 12.13 39.7170666666667 "L"
"209" 11.2375 39.7812666666667 "L"
"210" 13.695 38.2210666666667 "L"
"211" 10.032 39.0855333333333 "L"
"212" 11.6905 40.0046 "L"
"213" 12.6405 39.2983333333333 "L"
"214" 12.697 39.3928 "L"
"215" 12.87 39.1376666666667 "L"
"216" 11.3915 39.5602666666667 "L"
"217" 11.609 39.9686666666667 "L"
"218" 12.6485 39.3378666666667 "L"
"219" 12.8925 39.3507333333333 "L"
"220" 13.2385 39.1312666666667 "L"
"221" 12.173 39.9151333333333 "L"
"222" 12.052 39.4397333333333 "L"
"223" 11.9965 39.578 "L"
"224" 12.076 39.6159333333333 "L"
"225" 11.9755 40.0487333333333 "L"
"226" 13.5145 38.8591333333333 "L"
"227" 13.035 39.1352 "L"
"228" 12.735 39.5060666666667 "L"
"229" 11.7355 39.9008 "L"
"230" 11.4185 39.5406 "L"
"231" 12.3995 39.5253333333333 "L"
"232" 11.4135 39.9876 "L"
"233" 11.455 39.8600666666667 "L"
"234" 11.651 39.9665333333333 "L"
"235" 11.147 39.4914666666667 "L"
"236" 12.231 39.475 "L"
"237" 12.591 39.1778666666667 "L"
"238" 12.366 39.062 "L"
"239" 11.1265 39.9547333333333 "L"
"240" 12.9995 39.7718666666667 "L"
"241" 11.595 40.2238666666667 "L"
"242" 12.402 40.0106 "L"
"243" 11.499 39.6090666666667 "L"
"244" 11.4845 39.6974666666667 "L"
"245" 12.9 39.0572666666667 "L"
"246" 12.767 39.2335333333333 "L"
"247" 11.9985 39.7783333333333 "L"
"248" 13.302 39.2709333333333 "L"
"249" 12.2385 39.79 "L"
"250" 11.978 39.7896 "L"
