"Polycyclic aromatic hydrocarbons (PAHs)" "Benzo(a)pyrene" "Naphthalene" "Fluoranthene" "Anthracene" "Pyrene" "Chrysene" "Phenanthrene" "Polychlorinated biphenyls (PCBs)" "PCB-126" "PCB-153" "PCB-180" "PCB-209" "Dichlorodiphenyltrichloroethane (DDT)" "Dichlorodiphenyldichloroethylene (DDE)" "Glyphosate" "Atrazine" "Lindane" "Aldrin" "Dieldrin" "Volatile organic compounds (VOCs)" "Benzene" "Toluene" "Xylene" "Ethylbenzene" "Formaldehyde" "Trichloroethylene (TCE)" "Perchloroethylene (PCE)" "Dichloromethane" "Dichloroethene" "Perfluorooctanoic acid (PFOA)" "Perfluorooctane sulfonate (PFOS)" "Nitrogen (N)" "Phosphorus (P)" "Potassium (K)" "Ammonia (NH3)" "Nitrates" "Phosphates" "Uranium (U)" "Radon (Rn)" "Cesium-137 (Cs-137)" "Benzene hexachloride (BHC)" "Hexachlorobenzene (HCB)" "Chlordane" "Heptachlor" "Endosulfan" "Methoxychlor" "Pentachlorophenol" "2,4-Dichlorophenoxyacetic acid (2,4-D)" "Aldicarb" "Carbaryl" "Imidacloprid" "Chlorpyrifos" "Diazinon" "Parathion" "N-Methyl-2-pyrrolidone (NMP)" "Trichloroethane" "Trichloroethene" "Methyl tert-butyl ether (MTBE)" "Perfluorohexane sulfonate (PFHxS)" "Perfluorononanoic acid (PFNA)" "Perfluorodecanoic acid (PFDA)" "Perfluoroundecanoic acid (PFUnDA)" "Perfluorododecanoic acid (PFDoDA)" "Aldicarb sulfone" "Aldicarb sulfoxide" "Carbendazim" "Fipronil" "Fenitrothion" "Chlorfenapyr" "Ethylene glycol" "Butyl benzyl phthalate (BBP)" "Diethyl phthalate (DEP)" "Dimethyl phthalate (DMP)" "Di-n-octyl phthalate (DNOP)" "Di-n-butyl phthalate (DBP)" "Bisphenol A (BPA)" "Triclosan" "Methylmercury" "Cadmium chloride" "Cadmium sulfate" "Cadmium oxide" "Hexavalent chromium (Cr6+)" "Sodium chromate" "Potassium chromate" "Arsenic trioxide" "Arsenic pentoxide" "Nickel sulfate" "Nickel chloride" "Zinc sulfat"
"PCB-153" 0.763306353872338 0.264952536124727 0.831531784810524 1.25101600399226 0.43194724427092 1.02747408570663 0.938283361132817 0.0270766083637178 1.01250091763057 1.37809844567356 0 0.904184787053277 1.04736456229747 0.189368955057431 0.970992247705367 0.942478179549297 0.105879860364778 0.711432765614195 0.808069215637213 0.131200762273211 0.692324830361939 0.75667285190793 0.207494342315216 0.506201422045709 1.40850292606138 0.191542764229278 0.829614801858199 1.16006532295671 0.149996698605351 0.52110874247661 1.04409450809919 0.484015470162244 0.609465637667037 1.33536804892583 0.335555162405576 0.666356443248587 0.788627711003081 0.251242865264808 0.428378670328556 0.858870337863227 0.523487378166069 0.575803454055062 0.98266088870525 0.503980218161405 0.482603191831834 1.17518391687344 0.171938399721376 0.653196711653986 0.784008887192108 0.405927185590385 0.482471313636792 1.11384126598407 0.600918213158344 0.481795650147212 1.23945502881531 0.683534576584664 0.676728800436478 1.34275355331864 0.623966079354604 0.711299050007669 1.2289577935405 0.488060807629078 0.561244527321381 1.2135637189076 0.317001515654415 0.753736661907444 1.45734408943338 0.603686549053473 0.698669647345309 1.13106878684552 0.751966786103274 0.71277763598503 0.800723637622358 0.673793016696905 0.369253605303209 1.24581533975629 0.584532149354331 0.563954259614662 0.950432354002102 0.352475345351945 0.695268452696756 1.18962171927359 0.261412318124916 0.526302847466457 0.897931161272486 0.596077253751007 0.590994193149659 1.14319003849504 0.609681096030702 0.653368557619661
"PCB-180" 0.135440686320254 1.169137323178 0.166294162962182 0.346831216938979 1.51060323390309 0.271275901753201 0.374127046122547 0.931261395416995 0.108316130577296 0.473913658620286 0.904184787053277 0 0.575677483510288 1.15822508006646 0.336668749570573 0.29257634359961 0.798304926688499 0.192752021439082 0.205515999436239 1.03538554932649 0.211859956691339 0.11953932814552 0.699223012010317 0.397983365007568 0.504318139008106 1.09572755128256 0.157731923186037 0.623322899362596 1.05418148565863 0.383076044576667 0.350506201965492 1.18529858624741 0.1651485780921 0.523679726414651 1.22393926783339 0.247252888692769 0.0361400519171878 1.19508036134405 0.495774375167989 0.209169582538236 1.23975369288967 0.0971147757236802 0.0965270282373807 0.8490856071918 0.596856658548093 0.208885032239157 1.05709869045219 0.146309085980958 0.136990329575358 1.2685866625533 0.27322024834148 0.362556360145486 1.07930709299103 0.413979216347942 0.327811989829577 1.40623683913238 0.116525947789956 0.658820481743373 1.02072896059709 0.145229051341584 0.504780851155571 0.980215680163588 0.113893300942011 0.450713659832718 0.938995935889548 0.172182330107251 0.762959500758488 0.95361879058045 0.267096170503721 0.308540584163608 1.62981935032495 0.156753589672818 0.0989784964992814 1.35656848229183 0.496255832401805 0.265375248516396 0.886885748364967 0.344907962173599 0.239465523603989 0.986196073254643 0.0082356545069673 0.446418310385215 0.605773263983812 0.226053318419948 0.141862459946491 1.37548481667667 0.15942297503651 0.433541160983856 1.05614075993825 0.203324907430788
"PCB-209" 0.350479678994934 1.74481480668829 0.868336547676534 0.228846266571309 1.47524266638698 1.13942596619764 0.251488801108284 1.50693887892728 0.467361352932992 0.101763824890003 1.04736456229747 0.575677483510288 0 1.2261519824425 1.13073792096924 0.421076879078702 1.37398241019879 0.768429504949371 0.300968260857173 1.61106303283678 0.787537440201627 0.367375770885432 0.907473763839481 0.973660848517857 0.0713593445021831 1.67140503479284 0.858774877738567 0.380255073063165 1.62985896916892 0.958753528086956 0.530464952504144 1.3069104208737 0.63453473034042 0.830320079028861 1.28868815083175 0.781865205694867 0.624734902931008 1.25608669599872 0.839179078452915 0.395591774391513 1.35133964738887 0.490898148314025 0.721841339240273 1.10668575845225 0.955713365466123 0.867897662572796 1.15798992181755 0.65976719444492 0.725240846101849 1.33158766961259 0.642135179106038 0.635725506540477 1.29032930576293 0.79587404660541 0.855362122504309 1.50174057383479 0.650757406613995 0.720504140310087 1.26640560331065 0.721995003820243 0.676947685570119 1.1851415606941 0.497069736782629 0.705986032490831 1.10493344097706 0.794068431143016 0.823102091834763 1.21695533631388 0.830536677973884 0.718363496262134 1.63932598974921 0.73583411499093 0.469637149504499 1.47231394069427 0.80631215391271 0.914001215969065 1.16665734233368 0.789374474187358 0.513274308953128 1.14527918631074 0.529108345333455 0.67111725486918 0.842603619787371 0.624271436739484 0.55676078328842 1.45113682318299 0.606588307240074 0.605909660748506 1.28070204240954 0.724254105489922
"Dichlorodiphenyltrichloroethane (DDT)" 0.926267425280173 0.0109122431115429 0.996178889131178 1.50505629700544 0.249294499622073 1.16756870012603 1.10036869253916 0.226963684649467 1.26654121064376 1.63213873868675 0.189368955057431 1.15822508006646 1.2261519824425 0 1.10853439624536 1.08554844898235 0.359920153377963 0.96547305862738 0.973451059239307 0.122839530739974 0.946365123375123 0.917643298043657 0.336427069318724 0.760241715058893 1.66254321907457 0.0624975287839061 0.995226113883745 1.31107918327913 0.104043594407834 0.775149035489795 1.17420212230572 0.381858330469982 0.795392420822254 1.44119373567446 0.193663968190804 0.839076055837917 0.904962161139837 0.0882652353502726 0.600873754880479 1.00757092724317 0.410751036377216 0.762641197389161 1.08349884379004 0.493580186389604 0.631263901780663 1.26296089582308 0.10272306606988 0.836556092678915 0.881804257271822 0.265453323041148 0.671522123088853 1.23245410779499 0.531024957364943 0.657748013308034 1.33394082159341 0.552737839653255 0.860231296032656 1.46441256628746 0.566962146679689 0.889142074041328 1.34828709443518 0.443395884000545 0.746905660667985 1.32796997496551 0.299369395109573 0.924995730745329 1.57496763744407 0.561690038827276 0.865946203168141 1.23888958597649 0.592519188480877 0.889449039009761 0.94198392396599 0.551223328320424 0.550884528367702 1.33166920253883 0.558461266577138 0.737685168744017 1.08159914138353 0.312392216903856 0.88385508488251 1.30734077020862 0.401880523373336 0.714935905116884 1.02315839013789 0.460648327395633 0.778772014773226 1.26713276185175 0.545003236775664 0.831767431549084
"Dichlorodiphenyldichloroethylene (DDE)" 1.13966730882891 0.832468573607432 0.265620417131319 0.683499966509552 1.25122299051112 0.0615996439643036 1.24208572610538 0.594592645846422 0.444984880147869 0.810582408190859 0.970992247705367 0.336668749570573 1.13073792096924 1.10853439624536 0 1.37317838498219 0.461636177117926 0.143916728131491 1.14340123949715 0.698716799755915 0.124808792879234 1.15066856620079 1.06402382563164 0.0613146154369953 0.840986888578679 0.759058801711983 0.274976986079194 1.47312502894636 0.717512736088055 0.0464072950060941 1.51470337325858 1.45500640422493 0.583310441360077 1.86042769086944 1.29435149727723 0.411320319024636 1.39562117970638 1.19421711442962 0.578827329029739 1.28677276808107 1.49414472167832 0.825154876639655 1.59570799630716 1.43321732987489 0.489196278301707 1.79873562343099 1.13823281440013 0.528160728093805 1.4570632759328 1.36714133618588 0.701992039116702 1.62337511951194 1.56305979464534 0.552271833396468 1.82729852455478 1.65163700374506 0.523474708195976 1.79088571119673 1.57862005402224 0.438753015741897 1.71054937506583 1.44291406327557 0.846861326054412 1.72159320135989 1.27356083581402 0.355824433933449 1.90676530198491 1.54953925283597 0.353587575264778 1.68468087673949 1.70064215197252 0.4254041180209 1.29289288992574 1.64384875560194 0.663324823971463 1.86515059930895 1.51925401427168 0.482167248368043 1.44227325399352 1.31469494104347 0.641297298720716 1.68697431095268 1.05578775182254 0.671815617957491 1.43377857224552 1.56190860181503 0.628594862903424 1.62042483826155 1.56909032185146 0.46800512160818
"Glyphosate" 0.237066963403603 1.46171366677762 1.11081067182388 0.0542548733393689 1.32567319564351 1.3978586245387 0.173126578998494 1.22383773901661 0.184260213022314 0.181337315020675 0.942478179549297 0.29257634359961 0.421076879078702 1.08554844898235 1.37317838498219 0 1.09088127028811 0.485328365038692 0.230263968194228 1.3279618929261 0.504436300290949 0.229843175896401 0.750206797791555 0.690559708607179 0.211741795408495 1.38830389488217 1.10196234604323 0.234020737876761 1.34675782925824 0.675652388176277 0.141610607604595 1.04534902938815 0.79719114320736 0.487275250601849 1.08525858901198 0.970851632985685 0.245902286434919 1.086189025043 0.91954096334312 0.0927393968774002 1.08475446090975 0.56348376162631 0.300788163438353 0.812012257964292 1.0540131072444 0.46159787830211 0.994935522488932 0.847255848068695 0.339262056029031 1.1085421186317 0.719936855995482 0.252061225428741 0.98539388510858 0.900783902452995 0.467428364937981 1.21310152005482 0.850036300716119 0.433508409083728 0.950703006956174 0.93451137054466 0.339589036545924 0.902732375720245 0.54836946470279 0.348416293925735 0.876446602152704 1.01735613056996 0.55311136236374 0.900976181189397 1.02816019463066 0.322831945969052 1.3660069266488 0.947987038318508 0.143619945174252 1.17964561162971 0.853063980899782 0.517182206223498 0.851055360870651 0.933069823906813 0.0924219096884769 0.906724741792707 0.732870912105045 0.313869186793415 0.686604551079928 0.730560537877124 0.142225629463274 1.18216059255283 0.754191377964093 0.247981425557675 0.971509161772131 0.910884288609107
"Atrazine" 0.933745613008753 0.370832396489506 0.632010763726317 1.14513614362748 0.71229830721459 0.527029024935298 1.17243197281105 0.132956468728496 0.906621057265795 1.27221858530878 0.105879860364778 0.798304926688499 1.37398241019879 0.359920153377963 0.461636177117926 1.09088127028811 0 0.605552905249417 1.00382092612474 0.237080622637989 0.58644496999716 0.917844254834019 0.0990819146781817 0.400321561680931 1.3026230656966 0.297422624594057 0.640573003502462 1.4216278260511 0.255876558970129 0.415228882111832 1.14881112865399 0.386993659558907 0.633156348596399 1.32198465310315 0.425634341144888 0.55105203799573 0.762164874771311 0.396775434655553 0.30253055152051 1.00747450922673 0.44144876620117 0.701190150964819 0.89483195492588 0.0507806805033013 0.201448268140406 1.00718995892766 0.258793763763689 0.651995840707541 0.661314597113141 0.470281735864803 0.525084678347019 1.16086128683399 0.281002166302536 0.384325710340557 1.12611691651808 0.607931912443881 0.681778978898543 1.45712540843187 0.222424033908587 0.653075875346915 1.30308577784407 0.181910753475089 0.684411625746488 1.24901858652122 0.140691009201049 0.626122596581248 1.56126442744699 0.155313863891951 0.531208756184778 1.10684551085211 0.831514423636455 0.641551337015681 0.89728342318778 0.558263555603332 0.302049094286694 1.06368017520489 0.0885808216764679 0.4533969645149 1.03777045029249 0.187891146566145 0.790069272181532 1.24472323707371 0.192531662704687 0.572251608268551 0.94016738663499 0.577179889988176 0.638881951651989 1.23184608767236 0.257835833249753 0.59498001925771
"Lindane" 0.328192707759336 0.976385301738923 0.0264578584769001 0.539583238378061 1.31785121246401 0.0785238803141193 0.566879067561629 0.738509373977913 0.301068152016378 0.666665680059368 0.711432765614195 0.192752021439082 0.768429504949371 0.96547305862738 0.143916728131491 0.485328365038692 0.605552905249417 0 0.398268020875321 0.842633527887406 0.0191079352522567 0.312291349584602 0.506470990571235 0.205231343568486 0.697070160447188 0.902975529843474 0.0350200982530452 0.816074920801678 0.861429464219546 0.190324023137585 0.543258223404574 0.992546564808324 0.0276034433469824 0.716431747853733 1.0311872463943 0.0545008672536869 0.156611969521894 1.00232833990497 0.303022353728907 0.401921603977318 1.04700167145059 0.0956372457154018 0.289279049676463 0.656333585752718 0.404104637109011 0.401637053678239 0.864346669013106 0.0464429354581237 0.0557616918637238 1.07583464111422 0.0804682269023984 0.555308381584568 0.886555071551953 0.22122719490886 0.520564011268659 1.2134848176933 0.0762260736491264 0.851572503182455 0.827976939158004 0.0475229700974977 0.697532872594653 0.787463658724506 0.0788587204970712 0.6434656812718 0.746243914450466 0.0205696913318311 0.955711522197569 0.760866769141368 0.0743441490646393 0.50129260560269 1.43706732888587 0.0359984317662639 0.291730517938363 1.16381646085275 0.303503810962723 0.458127269955478 0.694133726925885 0.152155940734517 0.432217545043071 0.793444051815562 0.184516366932115 0.639170331824297 0.41302124254473 0.0333012969808655 0.334614481385573 1.18273279523759 0.0333290464025722 0.626293182422938 0.86338873849917 0.0105728859917064
"Aldrin" 0.0510949123635603 1.37465332261424 0.880643242546229 0.14131521750274 1.22164343093184 1.16764233738986 0.132867101759034 1.13677739485323 0.0971998688589428 0.268397659184047 0.808069215637213 0.205515999436239 0.300968260857173 0.973451059239307 1.14340123949715 0.230263968194228 1.00382092612474 0.398268020875321 0 1.24090154876273 0.417375956127578 0.0666485183689745 0.641295216225224 0.603499364443807 0.298802139571867 1.30124355071879 0.871772003267465 0.3745263616894 1.25969748509487 0.588592044012906 0.371851755747679 1.01431316581187 0.570428978645858 0.717141243123487 1.01226843550305 0.743266445687459 0.347109687031653 0.991570613817131 0.710925956183494 0.150334564646801 1.05795008938935 0.344228205673571 0.494858038063581 0.807372809720257 0.843320438211334 0.67967513707249 0.894773173448466 0.618710260186956 0.444725053431486 1.04930574491565 0.506421520849047 0.482004217018559 0.990660661424616 0.685786800205079 0.694054501995217 1.20491789764552 0.620697937632551 0.653538188677198 0.965851435046524 0.704932775831064 0.567454930127943 0.887853178736851 0.333316325950061 0.578462284785096 0.818589034379762 0.787597405484579 0.772022155319894 0.916302514276933 0.800188368533983 0.549368343258068 1.34590250704172 0.718491729868689 0.193696777035203 1.17475556254365 0.652411834835091 0.73991833934833 0.86593871996085 0.711057392616006 0.307269254724956 0.856741006137126 0.502702287708423 0.543672543217071 0.574972883377585 0.511074283832664 0.319255907352903 1.15779832237717 0.528517240423941 0.477024990361037 0.980628094211188 0.683002327135829
"Dieldrin" 1.17082623564674 0.133751773851516 0.869091386364306 1.38221676626547 0.475217684576601 0.764109647573287 1.40951259544903 0.104124153909493 1.14370167990378 1.50929920794677 0.131200762273211 1.03538554932649 1.61106303283678 0.122839530739974 0.698716799755915 1.3279618929261 0.237080622637989 0.842633527887406 1.24090154876273 0 0.823525592635149 1.15492487747201 0.336162537316171 0.63740218431892 1.53970368833459 0.0603420019560675 0.877653626140451 1.65870844868908 0.01879593633214 0.652309504749821 1.38589175129198 0.149913036920918 0.870236971234388 1.55906527574114 0.188553718506898 0.788132660633719 0.9992454974093 0.159694812017564 0.539611174158499 1.24455513186472 0.204368143563181 0.938270773602808 1.13191257756387 0.186299942134688 0.438528890778395 1.24427058156564 0.0217131411257 0.88907646334553 0.89839521975113 0.233201113226814 0.762165300985008 1.39794190947197 0.0439215436645469 0.621406332978546 1.36319753915606 0.370851289805892 0.918859601536533 1.69420603106986 0.0146565887294026 0.890156497984904 1.54016640048206 0.0551698691629006 0.921492248384477 1.48609920915921 0.0963896134369403 0.863203219219237 1.79834505008498 0.081766758746038 0.768289378822767 1.3439261334901 0.594433800998465 0.87863195965367 1.13436404582577 0.321182932965343 0.539129716924683 1.30076079784288 0.148499800961521 0.69047758715289 1.27485107293048 0.0491894760718447 1.02714989481952 1.4818038597117 0.429612285342676 0.809332230906541 1.17724800927298 0.340099267350187 0.875962574289978 1.46892671031034 0.020755210611764 0.8320606418957
"Volatile organic compounds (VOCs)" 0.347300643011593 0.957277366486666 0.0455657937291568 0.558691173630318 1.29874327721175 0.0594159450618625 0.585987002813885 0.719401438725656 0.320176087268635 0.685773615311625 0.692324830361939 0.211859956691339 0.787537440201627 0.946365123375123 0.124808792879234 0.504436300290949 0.58644496999716 0.0191079352522567 0.417375956127578 0.823525592635149 0 0.331399284836859 0.487363055318978 0.18612340831623 0.716178095699444 0.883867594591217 0.054128033505302 0.835182856053935 0.842321528967289 0.171216087885328 0.562366158656831 0.973438629556068 0.0467113785992391 0.73553968310599 1.01207931114205 0.0353929320014301 0.175719904774151 0.983220404652713 0.283914418476651 0.421029539229575 1.02789373619833 0.114745180967659 0.308386984928719 0.637225650500461 0.384996701856754 0.420744988930496 0.845238733760849 0.0655508707103805 0.0748696271159806 1.05672670586196 0.0613602916501417 0.574416316836825 0.867447136299696 0.202119259656604 0.539671946520915 1.19437688244104 0.0953340089013831 0.870680438434712 0.808869003905747 0.0666309053497544 0.71664080784691 0.768355723472249 0.097966655749328 0.662573616524057 0.727135979198209 0.0396776265840878 0.974819457449826 0.741758833889111 0.0552362138123826 0.520400540854947 1.41795939363361 0.0551063670185206 0.31083845319062 1.14470852560049 0.284395875710466 0.477235205207734 0.675025791673628 0.13304800548226 0.451325480295327 0.774336116563305 0.203624302184371 0.658278267076553 0.393913307292473 0.0141933617286088 0.35372241663783 1.16362485998534 0.0524369816548289 0.645401117675195 0.844280803246913 0.00853504926055034
"Benzene" 0.018624178054112 1.28867665132352 0.891022281870583 0.227291888793459 1.16490803171989 1.17809418504453 0.182726275305926 1.05080072356252 0.011223197568224 0.354374330474766 0.75667285190793 0.11953932814552 0.367375770885432 0.917643298043657 1.15066856620079 0.229843175896401 0.917844254834019 0.312291349584602 0.0666485183689745 1.15492487747201 0.331399284836859 0 0.583393398555718 0.517522693153088 0.384778810862585 1.21526687942808 0.882443220473648 0.409949871988401 1.17372081380415 0.502615372722187 0.368314619026652 0.948752955068712 0.570648329859371 0.713365625705371 0.95038386101961 0.74471621238229 0.296049892957976 0.932683828470661 0.690935191191646 0.138367247737675 0.992217232180258 0.334133227008818 0.461793402697377 0.740754642084789 0.82506336446983 0.655409411801787 0.836508913645492 0.622849449576522 0.390383413282088 0.985979762974311 0.490224627624122 0.473972215595989 0.924017398814957 0.671049571922553 0.677531927587072 1.13856565229402 0.6273455973919 0.662884419930362 0.899244111437552 0.712223825163997 0.568695464993986 0.821477458525712 0.318544799145565 0.574451896149837 0.754591550764098 0.795458043446319 0.782384312845456 0.849715091039236 0.80238842627521 0.534190901457209 1.28008389124672 0.725393350655571 0.151831088956965 1.10830465389557 0.626805273397418 0.71882838123557 0.799369003210325 0.703724731149473 0.291618505505368 0.792174037935396 0.514747031989586 0.540860422632633 0.51710604481283 0.500928379453964 0.289184709746335 1.09204242980364 0.526870341290246 0.476523786185751 0.913980805469563 0.685264066503826
"Toluene" 0.592942433765735 0.469914311167687 0.880648613148546 1.0460542289493 0.581785281375197 1.11521633735199 0.765953791665878 0.232038383406678 0.807539142587613 1.1731366706306 0.207494342315216 0.699223012010317 0.907473763839481 0.336427069318724 1.06402382563164 0.750206797791555 0.0990819146781817 0.506470990571235 0.641295216225224 0.336162537316171 0.487363055318978 0.583393398555718 0 0.301239647002749 1.20354115101842 0.396504539272238 0.876585628083816 0.974699048940039 0.354958473648311 0.31614696743365 0.844125259564917 0.451531843882488 0.596798604596455 1.12874051386137 0.384128274290183 0.703080957979654 0.58311172276319 0.350649527460399 0.486639443858647 0.671232736494092 0.497287204705668 0.481597042023054 0.775290275978463 0.369503382111841 0.583900471792347 0.967885285238918 0.253489065220809 0.652147713589342 0.576526204852411 0.435165046817137 0.448378881167471 0.909639399349891 0.515188944739807 0.523531709911216 1.03196537307754 0.663102048403743 0.673597059237343 1.13983353246885 0.52210409253211 0.729441763882039 1.02514231221728 0.390869004896233 0.459939554294243 1.00840022612167 0.238369560398966 0.789847094069539 1.25329251922514 0.48850953947031 0.747805656380521 0.924539752164626 0.770702617489476 0.734807638656838 0.606863268166363 0.643162255139584 0.405284769455923 1.03859992158048 0.45566426090172 0.604872258691033 0.750781717006266 0.284341988203635 0.65412338840423 0.985280645961621 0.0663348004430236 0.495464161418152 0.695517847583446 0.590075696145451 0.565097003023952 0.940798600852744 0.517379230782161 0.672861623440349
"Xylene" 0.533424051327822 0.771153958170436 0.231689202045386 0.744814581946548 1.11261986889552 0.126707463254367 0.772110411130115 0.533278030409427 0.506299495584864 0.871897023627854 0.506201422045709 0.397983365007568 0.973660848517857 0.760241715058893 0.0613146154369953 0.690559708607179 0.400321561680931 0.205231343568486 0.603499364443807 0.63740218431892 0.18612340831623 0.517522693153088 0.301239647002749 0 0.902301504015674 0.697744186274987 0.240251441821532 1.02130626437016 0.65619812065106 0.0149073204309012 0.748489566973061 0.787315221239838 0.232834786915469 0.921663091422219 0.825955902825818 0.150730476314799 0.361843313090381 0.797096996336483 0.097791010160421 0.607152947545804 0.841770327882101 0.300868589283888 0.494510393244949 0.451102242184232 0.198873293540525 0.606868397246725 0.65911532544462 0.25167427902661 0.26099303543221 0.870603297545734 0.124763116666088 0.760539725153055 0.681323727983467 0.0159958513403741 0.725795354837145 1.00825347412481 0.281457417217613 1.05680384675094 0.622745595589517 0.252754313665984 0.90276421616314 0.582232315156019 0.284090064065558 0.848697024840287 0.54101257088198 0.225801034900317 1.16094286576606 0.555635425572882 0.130887194503847 0.706523949171177 1.23183598531739 0.24122977533475 0.49696186150685 0.958585117284263 0.0982724673942364 0.663358613523964 0.488902383357398 0.0530754028339697 0.637448888611557 0.588212708247075 0.389747710500601 0.844401675392783 0.207789898976244 0.171930046587621 0.53984582495406 0.977501451669106 0.238560389971059 0.831524525991425 0.658157394930684 0.19465845757678
"Ethylbenzene" 0.368877452687852 1.67345546218611 0.670612301970288 0.157486922069126 2.01492137291119 0.775594040761307 0.130191092885559 1.4355795344251 0.396002008430809 0.0304044803878197 1.40850292606138 0.504318139008106 0.0713593445021831 1.66254321907457 0.840986888578679 0.211741795408495 1.3026230656966 0.697070160447188 0.298802139571867 1.53970368833459 0.716178095699444 0.384778810862585 1.20354115101842 0.902301504015674 0 1.60004569029066 0.662050062194142 0.119004760354491 1.55849962466673 0.887394183584773 0.153811937042613 1.68961672525551 0.669466717100205 0.0193615874065456 1.72825740684149 0.751571027700874 0.540458190925293 1.69939850035216 1.00009251417609 0.29514855646987 1.74407183189777 0.601432914731786 0.407791110770725 1.35340374619991 1.1011747975562 0.295433106768949 1.56141682946029 0.650627224989064 0.641308468583464 1.77290480156141 0.777538387349586 0.141761778862619 1.58362523199914 0.918297355356048 0.176506149178529 1.91055497814049 0.620844086798061 0.154502342735267 1.52504709960519 0.64954719034969 0.000462712147465871 1.48453381917169 0.618211439950116 0.0536044791753871 1.44331407489765 0.676500469115356 0.258641361750382 1.45793692958856 0.771414309511827 0.195777554844497 2.13413748933306 0.661071728680924 0.405339642508824 1.86088662129994 1.00057397140991 0.23894289049171 1.39120388737307 0.849226101181704 0.264852615404117 1.49051421226275 0.512553793515073 0.0578998286228908 1.11009140299192 0.730371457428053 0.362455679061614 1.87980295568478 0.663741114044615 0.0707769780242491 1.56045889894636 0.707643046438894
"Formaldehyde" 1.23116823760281 0.073409771895449 0.929433388320374 1.44255876822154 0.414875682620533 0.824451649529354 1.4698545974051 0.164466155865561 1.20404368185985 1.56964120990284 0.191542764229278 1.09572755128256 1.67140503479284 0.0624975287839061 0.759058801711983 1.38830389488217 0.297422624594057 0.902975529843474 1.30124355071879 0.0603420019560675 0.883867594591217 1.21526687942808 0.396504539272238 0.697744186274987 1.60004569029066 0 0.937995628096519 1.71905045064515 0.0415460656239275 0.712651506705889 1.44623375324805 0.0895710349648507 0.930578973190456 1.61940727769721 0.128211716550831 0.848474662589787 1.05958749936537 0.0993528100614961 0.599953176114566 1.30489713382079 0.144026141607114 0.998612775558876 1.19225457951994 0.246641944090755 0.498870892734463 1.30461258352171 0.0386288608303674 0.949418465301597 0.958737221707197 0.172859111270746 0.822507302941075 1.45828391142804 0.0164204582915206 0.681748334934613 1.42353954111213 0.310509287849824 0.9792016034926 1.75454803302593 0.0749985906854701 0.950498499940971 1.60050840243813 0.115511871118968 0.981834250340545 1.54644121111527 0.156731615393008 0.923545221175305 1.85868705204104 0.142108760702106 0.828631380778834 1.40426813544616 0.534091799042398 0.938973961609738 1.19470604778184 0.260840931009276 0.599471718880751 1.36110279979895 0.208841802917589 0.750819589108957 1.33519307488654 0.109531478027912 1.08749189677559 1.54214586166777 0.489954287298743 0.869674232862608 1.23759001122905 0.279757265394119 0.936304576246046 1.52926871226641 0.0395867913443035 0.892402643851767
"Trichloroethylene (TCE)" 0.87058230235295 1.01140539999197 0.00956806514172725 0.504563140125016 1.18072058450084 0.295935721348458 0.967777389945463 0.773529472230958 0.266048053763333 0.631645581806323 0.829614801858199 0.157731923186037 0.858774877738567 0.995226113883745 0.274976986079194 1.10196234604323 0.640573003502462 0.0350200982530452 0.871772003267465 0.877653626140451 0.054128033505302 0.882443220473648 0.876585628083816 0.240251441821532 0.662050062194142 0.937995628096519 0 1.19814813691181 0.896449562472591 0.22534412139063 1.24357294712932 1.30280356465977 0.326466993819967 1.58883435243375 1.16487422297698 0.174202241523746 1.13846126967911 1.07387122895977 0.402350938094811 1.01703325359335 1.34540295144533 0.565071711006571 1.3340642570641 1.24271591443474 0.374374754202775 1.53479660133533 1.00154677493711 0.266705201374631 1.20615768511144 1.2355415043642 0.463667323614628 1.35308780786759 1.39025553821323 0.355125248976449 1.559970479551 1.5092931802292 0.257311746230611 1.51680229693596 1.39868934099567 0.173436246866358 1.43804107006611 1.26656336817141 0.588760571246817 1.45022934393214 1.10422115660801 0.0927056321006499 1.6323307919646 1.36421466745641 0.131219652815999 1.41649595429115 1.58083884091996 0.161799788213721 1.02767909469365 1.49635062295704 0.474346226646655 1.60000114433936 1.32857897510509 0.272321154247876 1.17350926677977 1.14837830265273 0.369093400559733 1.41538014266253 0.855207483209056 0.425858383878375 1.16850471017805 1.42408370518135 0.371837955818856 1.34847469951488 1.39342643547045 0.216682868936343
