"price" "average.length" "release.country"
30.483069520514 4.12282438904724 "US"
19.431776226303 4.34767580807006 "US"
18.124099264143 4.97177913305116 "US"
19.409414048412 7.32872710190105 "US"
38.4161820648985 5.31692027958896 "US"
30.392275200997 6.38880877002239 "US"
4.49291133027881 5.50317250378028 "US"
25.941465616286 7.13821753061251 "US"
52.939671386526 3.75449024866161 "US"
5.60062173693627 5.01024002586535 "US"
32.1694559235957 4.87718418869242 "US"
5.0270825885921 6.81650209119361 "US"
16.8947639030415 3.53076606366804 "US"
45.057781230551 5.39950291142133 "US"
10.1398565843131 4.07845369747632 "US"
22.4035688803034 4.18750338271859 "US"
